base_config,config,policy,episode_id,jitter_seed,jitter_applied,generated_config_path,step,shooter_id,target_id,target_role,target_is_mav,target_range_m,target_AO_rad,target_TA_rad,target_boresight_rad,target_track_source
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,straight_chase_red_vs_blue_rule,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,straight_chase_red_vs_blue_rule,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,oracle_geometry_red_vs_blue_rule,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,oracle_geometry_red_vs_blue_rule,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,blue_rule_only_strength_probe,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,888,blue_0,red_1,attack_uav,0,9310.207729674428,0.6440949807612918,2.761355305280022,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,blue_rule_only_strength_probe,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_2.yaml,888,blue_0,red_1,attack_uav,0,9310.207729674428,0.6440949807612918,2.761355305280022,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,level_flight_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,523,blue_1,red_2,attack_uav,0,9991.309189327092,0.49522029201070183,2.8144959207744664,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,level_flight_red_vs_blue_rule,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,523,blue_1,red_2,attack_uav,0,9991.309189327092,0.49522029201070183,2.8144959207744664,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,blue_rule_only_strength_probe,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,523,blue_1,red_2,attack_uav,0,9991.309189327092,0.49522029201070183,2.8144959207744664,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,blue_rule_only_strength_probe,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,523,blue_1,red_2,attack_uav,0,9991.309189327092,0.49522029201070183,2.8144959207744664,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,zero_action_red_vs_blue_rule,0,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,314,blue_0,red_2,attack_uav,0,9923.036880349353,0.7619911057455226,2.735492134791257,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,zero_action_red_vs_blue_rule,1,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,314,blue_0,red_2,attack_uav,0,9923.036880349353,0.7619911057455226,2.735492134791257,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,zero_action_red_vs_blue_rule,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,316,blue_0,red_1,attack_uav,0,8440.127757403976,0.7531227641290813,2.6557362898796115,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,zero_action_red_vs_blue_rule,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,316,blue_0,red_1,attack_uav,0,8440.127757403976,0.7531227641290813,2.6557362898796115,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,level_flight_red_vs_blue_rule,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,888,blue_0,red_1,attack_uav,0,9310.207729674428,0.6440949807612918,2.761355305280022,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,level_flight_red_vs_blue_rule,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,888,blue_0,red_1,attack_uav,0,9310.207729674428,0.6440949807612918,2.761355305280022,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,straight_chase_red_vs_blue_rule,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,straight_chase_red_vs_blue_rule,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,oracle_geometry_red_vs_blue_rule,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,oracle_geometry_red_vs_blue_rule,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,183,blue_1,red_2,attack_uav,0,2107.325921608278,0.640300504889522,1.6515887301030443,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,blue_rule_only_strength_probe,0,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,888,blue_0,red_1,attack_uav,0,9310.207729674428,0.6440949807612918,2.761355305280022,,
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,blue_rule_only_strength_probe,1,2,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_brma_paper_homogeneous_v1_jitter_seed_2.yaml,888,blue_0,red_1,attack_uav,0,9310.207729674428,0.6440949807612918,2.761355305280022,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,321,blue_0,red_1,attack_uav,0,8114.507832490419,0.753708054446576,2.709014908131641,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,321,blue_0,red_1,attack_uav,0,8114.507832490419,0.753708054446576,2.709014908131641,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,level_flight_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,741,blue_0,red_2,attack_uav,0,9110.353519850622,0.25567866189928695,2.929926521811575,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,level_flight_red_vs_blue_rule,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,741,blue_0,red_2,attack_uav,0,9110.353519850622,0.25567866189928695,2.929926521811575,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,red_rule_vs_blue_rule_symmetric_all_attack,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,516,blue_0,red_1,attack_uav,0,5822.256420528069,0.3614166377342728,1.6340739343656594,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,red_rule_vs_blue_rule_symmetric_all_attack,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,520,blue_0,red_0,attack_uav,1,5746.886962766131,0.12383684921135263,1.6477596635858744,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,red_rule_vs_blue_rule_symmetric_all_attack,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,516,blue_0,red_1,attack_uav,0,5822.256420528069,0.3614166377342728,1.6340739343656594,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,red_rule_vs_blue_rule_symmetric_all_attack,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,520,blue_0,red_0,attack_uav,1,5746.886962766131,0.12383684921135263,1.6477596635858744,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,blue_rule_only_strength_probe,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,741,blue_0,red_2,attack_uav,0,9110.353519850622,0.25567866189928695,2.929926521811575,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,blue_rule_only_strength_probe,1,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_0.yaml,741,blue_0,red_2,attack_uav,0,9110.353519850622,0.25567866189928695,2.929926521811575,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,level_flight_red_vs_blue_rule,0,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,284,blue_1,red_2,attack_uav,0,7863.569232412248,0.6826683182757307,2.9801065254372645,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,level_flight_red_vs_blue_rule,1,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,284,blue_1,red_2,attack_uav,0,7863.569232412248,0.6826683182757307,2.9801065254372645,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,oracle_launch_window_red_vs_blue_rule,0,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,656,blue_1,red_0,attack_uav,1,9680.354645117297,0.7691297367946209,1.6125418354009946,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,oracle_launch_window_red_vs_blue_rule,1,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,656,blue_1,red_0,attack_uav,1,9680.354645117297,0.7691297367946209,1.6125418354009946,,
uav_env/JSBSim/configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,obs_limited_chase_red_vs_blue_zero,0,1,1,outputs/environment_audit_v2_auto/generated_configs/hetero_3v2_all_attack_uav_brma_paper_homogeneous_v1_jitter_seed_1.yaml,610,blue_0,red_0,attack_uav,1,8461.870058656932,0.7758287095160772,2.3170776101150286,,
